country,iso,yearstart,yearend,region,subregion,numberofabortions,abortionrate,perc_p_ending_in_a,spontaneous,datatype,datasource,complete,classification,modelused,marriedonly,notes
China,156,2011,2011,East and Southeastern Asia,Eastern Asia,9420000,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
China,156,2012,2012,East and Southeastern Asia,Eastern Asia,9358000,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
China,156,2013,2013,East and Southeastern Asia,Eastern Asia,8713000,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
China,156,2014,2014,East and Southeastern Asia,Eastern Asia,9621995,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
China,156,2015,2015,East and Southeastern Asia,Eastern Asia,9851961,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
China,156,2016,2016,East and Southeastern Asia,Eastern Asia,9645000,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
China,156,2017,2017,East and Southeastern Asia,Eastern Asia,9627000,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
China,156,2018,2018,East and Southeastern Asia,Eastern Asia,9740000,,,No,Official Statistics,National Bureau of Statistics of China,Incomplete,Implausible trend,Yes,,
Taiwan,158,1990,1990,East and Southeastern Asia,Eastern Asia,4818,,,No,Official Statistics,Taiwan Provincial Health Department (Institute of Family Planning),Incomplete,Acknowledged incomplete,Yes,,Excludes Taipei City 
Taiwan,158,1991,1991,East and Southeastern Asia,Eastern Asia,16259,,,No,Official Statistics,Taiwan Provincial Health Department (Institute of Family Planning),Incomplete,Below survey of women,Yes,,
Taiwan,158,1992,1992,East and Southeastern Asia,Eastern Asia,10606,,,No,Official Statistics,Taiwan Provincial Health Department (Institute of Family Planning),Incomplete,Below survey of women,Yes,,
Taiwan,158,1993,1993,East and Southeastern Asia,Eastern Asia,6469,,,No,Official Statistics,Taiwan Provincial Health Department (Institute of Family Planning),Incomplete,Below survey of women,Yes,,
Taiwan,158,1994,1994,East and Southeastern Asia,Eastern Asia,5062,,,No,Official Statistics,Taiwan Provincial Health Department (Institute of Family Planning),Incomplete,Below survey of women,Yes,,
Taiwan,158,1995,1995,East and Southeastern Asia,Eastern Asia,4199,,,No,Official Statistics,Taiwan Provincial Health Department (Institute of Family Planning),Incomplete,Below survey of women,Yes,,
Taiwan,158,1996,1996,East and Southeastern Asia,Eastern Asia,3572,,,No,Official Statistics,Taiwan Provincial Health Department (Institute of Family Planning),Incomplete,Below survey of women,Yes,,
Taiwan,158,1997,1997,East and Southeastern Asia,Eastern Asia,2849,,,Yes,Official Statistics,Taiwan Bureau of National Health Insurance,Incomplete,Acknowledged incomplete,Yes,,
Taiwan,158,1998,1998,East and Southeastern Asia,Eastern Asia,2339,,,Yes,Official Statistics,Taiwan Bureau of National Health Insurance,Incomplete,Acknowledged incomplete,Yes,,
Taiwan,158,1999,1999,East and Southeastern Asia,Eastern Asia,47178,,,Yes,Official Statistics,Taiwan Bureau of National Health Insurance,Incomplete,Below survey of women,Yes,,
Taiwan,158,2000,2000,East and Southeastern Asia,Eastern Asia,44822,,,Yes,Official Statistics,Taiwan Bureau of National Health Insurance,Incomplete,Below survey of women,Yes,,
Taiwan,158,2001,2001,East and Southeastern Asia,Eastern Asia,42405,,,Yes,Official Statistics,Taiwan Bureau of National Health Insurance,Incomplete,Below survey of women,Yes,,
Taiwan,158,2002,2002,East and Southeastern Asia,Eastern Asia,42079,,,Yes,Official Statistics,Taiwan Bureau of National Health Insurance,Incomplete,Below survey of women,Yes,,
Taiwan,158,2003,2003,East and Southeastern Asia,Eastern Asia,109793,23,,No,Survey,Taiwan Provincial Institute of Family Planning & Bureau of Health,,,Yes,All women,"Rate is per 1,000 women ages 20-49"
Taiwan,158,2003,2003,East and Southeastern Asia,Eastern Asia,41003,,,Yes,Official Statistics,Taiwan Bureau of National Health Insurance,Incomplete,Below survey of women,Yes,,
Taiwan,158,2004,2004,East and Southeastern Asia,Eastern Asia,41586,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2005,2005,East and Southeastern Asia,Eastern Asia,38902,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2006,2006,East and Southeastern Asia,Eastern Asia,36902,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2007,2007,East and Southeastern Asia,Eastern Asia,78789,17,,No,Survey,Taiwan Provincial Institute of Family Planning &  Bureau of Health,,,Yes,All women,"Rate is per 1,000 women ages 20-49"
Taiwan,158,2007,2007,East and Southeastern Asia,Eastern Asia,35178,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2008,2008,East and Southeastern Asia,Eastern Asia,35349,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2009,2009,East and Southeastern Asia,Eastern Asia,33692,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2010,2010,East and Southeastern Asia,Eastern Asia,32633,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2011,2011,East and Southeastern Asia,Eastern Asia,34688,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2012,2012,East and Southeastern Asia,Eastern Asia,34927,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2013,2013,East and Southeastern Asia,Eastern Asia,32907,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2014,2014,East and Southeastern Asia,Eastern Asia,34287,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2015,2015,East and Southeastern Asia,Eastern Asia,33557,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Taiwan,158,2016,2016,East and Southeastern Asia,Eastern Asia,31743,,,No,Official Statistics,Taiwan Ministry of Health and Welfare,Incomplete,Below survey of women,Yes,,
Colombia,170,2008,2008,Latin America,South America,400412,39.2,,No,Study,"Prada, Biddlecom, and Singh 2011",,,Yes,All women,
Mayotte,175,2012,2012,Sub-Saharan Africa,Eastern Africa,1482,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
Mayotte,175,2013,2013,Sub-Saharan Africa,Eastern Africa,1458,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
Mayotte,175,2015,2015,Sub-Saharan Africa,Eastern Africa,1609,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
Mayotte,175,2016,2016,Sub-Saharan Africa,Eastern Africa,1586,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
Mayotte,175,2017,2017,Sub-Saharan Africa,Eastern Africa,1621,,,No,Official Statistics,"Direction de la recherche, des études, de lévaluation et des statistiques (DREES)",Complete,,Yes,,
Congo,178,2011,2012,Sub-Saharan Africa,Middle Africa,,30.8,,No,Survey,Chae et al 2017a,,,Yes,All women,
Democratic Republic of the Congo,180,2016,2016,Sub-Saharan Africa,Middle Africa,146713,56,,No,Study,Chae et al 2017b,,,Yes,All women,"Only for capital city, Kinshasa"
Costa Rica,188,1995,1995,Latin America,Central America,8253,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,1996,1996,Latin America,Central America,9009,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,1997,1997,Latin America,Central America,8528,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,1998,1998,Latin America,Central America,8162,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,1999,1999,Latin America,Central America,7980,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2000,2000,Latin America,Central America,7965,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2001,2001,Latin America,Central America,7637,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2002,2002,Latin America,Central America,8288,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2003,2003,Latin America,Central America,8446,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2004,2004,Latin America,Central America,8801,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2005,2005,Latin America,Central America,8411,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2006,2006,Latin America,Central America,8367,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2007,2007,Latin America,Central America,8504,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2007,2007,Latin America,Central America,27000,22.3,,No,Study,Gómez Ramírez 2008,,,Yes,All women,
Costa Rica,188,2008,2008,Latin America,Central America,8733,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2009,2009,Latin America,Central America,7848,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2010,2010,Latin America,Central America,7697,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2011,2011,Latin America,Central America,7882,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2012,2012,Latin America,Central America,7405,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2013,2013,Latin America,Central America,7283,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Costa Rica,188,2014,2014,Latin America,Central America,7137,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
Croatia,191,1990,1990,Europe and Northern America,Southern Europe,38644,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,Yes,,
Croatia,191,1991,1991,Europe and Northern America,Southern Europe,33351,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,Yes,,
Croatia,191,1992,1992,Europe and Northern America,Southern Europe,26223,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,Yes,,
Croatia,191,1993,1993,Europe and Northern America,Southern Europe,25179,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,Yes,,
Croatia,191,1994,1994,Europe and Northern America,Southern Europe,19673,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,1994,1994,Europe and Northern America,Southern Europe,19673,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,1995,1995,Europe and Northern America,Southern Europe,14282,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,1995,1995,Europe and Northern America,Southern Europe,14300,,,No,Official Statistics,Henshaw 2001,Incomplete,Outside health sector,,,
Croatia,191,1995,1995,Europe and Northern America,Southern Europe,14282,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,1996,1996,Europe and Northern America,Southern Europe,12339,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,1996,1996,Europe and Northern America,Southern Europe,12339,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,1996,1996,Europe and Northern America,Southern Europe,12339,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,1997,1997,Europe and Northern America,Southern Europe,10036,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,1997,1997,Europe and Northern America,Southern Europe,10036,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,1997,1997,Europe and Northern America,Southern Europe,10036,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,1998,1998,Europe and Northern America,Southern Europe,8907,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,1998,1998,Europe and Northern America,Southern Europe,8907,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,1998,1998,Europe and Northern America,Southern Europe,8907,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,1999,1999,Europe and Northern America,Southern Europe,8064,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,1999,1999,Europe and Northern America,Southern Europe,8064,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,1999,1999,Europe and Northern America,Southern Europe,8064,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,2000,2000,Europe and Northern America,Southern Europe,7534,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,2000,2000,Europe and Northern America,Southern Europe,7534,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,2000,2000,Europe and Northern America,Southern Europe,7534,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,2001,2001,Europe and Northern America,Southern Europe,6574,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,2001,2001,Europe and Northern America,Southern Europe,6574,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,2001,2001,Europe and Northern America,Southern Europe,6574,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,2002,2002,Europe and Northern America,Southern Europe,6191,,,No,Official Statistics,Croatian Institute of Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,2002,2002,Europe and Northern America,Southern Europe,6191,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,2002,2002,Europe and Northern America,Southern Europe,6191,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,2003,2003,Europe and Northern America,Southern Europe,5923,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Acknowledged incomplete,,,
Croatia,191,2003,2003,Europe and Northern America,Southern Europe,5923,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Acknowledged incomplete,Yes,,
Croatia,191,2003,2003,Europe and Northern America,Southern Europe,5923,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Croatia,191,2004,2004,Europe and Northern America,Southern Europe,5232,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2004,2004,Europe and Northern America,Southern Europe,5232,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2004,2004,Europe and Northern America,Southern Europe,5232,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2005,2005,Europe and Northern America,Southern Europe,4563,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2005,2005,Europe and Northern America,Southern Europe,4563,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2005,2005,Europe and Northern America,Southern Europe,4563,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2006,2006,Europe and Northern America,Southern Europe,4733,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2006,2006,Europe and Northern America,Southern Europe,4733,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2006,2006,Europe and Northern America,Southern Europe,4733,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2007,2007,Europe and Northern America,Southern Europe,4573,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2007,2007,Europe and Northern America,Southern Europe,4573,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2007,2007,Europe and Northern America,Southern Europe,4573,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2008,2008,Europe and Northern America,Southern Europe,4497,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2008,2008,Europe and Northern America,Southern Europe,4497,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2008,2008,Europe and Northern America,Southern Europe,4497,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2008,2008,Europe and Northern America,Southern Europe,4497,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2009,2009,Europe and Northern America,Southern Europe,4450,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2009,2009,Europe and Northern America,Southern Europe,4450,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2009,2009,Europe and Northern America,Southern Europe,4450,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2010,2010,Europe and Northern America,Southern Europe,4043,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2010,2010,Europe and Northern America,Southern Europe,4043,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2010,2010,Europe and Northern America,Southern Europe,4043,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2011,2011,Europe and Northern America,Southern Europe,4347,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2011,2011,Europe and Northern America,Southern Europe,4337,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2011,2011,Europe and Northern America,Southern Europe,4347,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2012,2012,Europe and Northern America,Southern Europe,3572,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2012,2012,Europe and Northern America,Southern Europe,3571,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2012,2012,Europe and Northern America,Southern Europe,3571,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2012,2012,Europe and Northern America,Southern Europe,3572,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2013,2013,Europe and Northern America,Southern Europe,3816,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Outside health sector,,,
Croatia,191,2013,2013,Europe and Northern America,Southern Europe,3161,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2013,2013,Europe and Northern America,Southern Europe,3161,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2013,2013,Europe and Northern America,Southern Europe,3161,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2014,2014,Europe and Northern America,Southern Europe,3021,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2014,2014,Europe and Northern America,Southern Europe,3020,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2014,2014,Europe and Northern America,Southern Europe,3020,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2015,2015,Europe and Northern America,Southern Europe,3002,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2015,2015,Europe and Northern America,Southern Europe,3002,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2015,2015,Europe and Northern America,Southern Europe,3002,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2016,2016,Europe and Northern America,Southern Europe,2520,,,No,Official Statistics,UNSD,Incomplete,Outside health sector,,,
Croatia,191,2016,2016,Europe and Northern America,Southern Europe,2520,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2016,2016,Europe and Northern America,Southern Europe,2520,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Croatia,191,2017,2017,Europe and Northern America,Southern Europe,2416,,,No,Official Statistics,Croatian Institute for Public Health,Incomplete,Outside health sector,Yes,,
Croatia,191,2017,2017,Europe and Northern America,Southern Europe,2416,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Outside health sector,,,
Cuba,192,1990,1990,Latin America,Caribbean,147530,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1990,1990,Latin America,Caribbean,,72.90000000000001,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1990,1990,Latin America,Caribbean,147530,45.6,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1991,1991,Latin America,Caribbean,,72.7,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1991,1991,Latin America,Caribbean,124059,38.3,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1991,1991,Latin America,Caribbean,124059,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1992,1992,Latin America,Caribbean,111107,33.8,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1992,1992,Latin America,Caribbean,,71.2,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1993,1993,Latin America,Caribbean,,59.8,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1993,1993,Latin America,Caribbean,86906,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1993,1993,Latin America,Caribbean,86906,26.6,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1994,1994,Latin America,Caribbean,,62.4,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1994,1994,Latin America,Caribbean,89421,27.4,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1994,1994,Latin America,Caribbean,89421,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1995,1995,Latin America,Caribbean,,63.4,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1995,1995,Latin America,Caribbean,83963,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1995,1995,Latin America,Caribbean,83963,25.6,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1995,1995,Latin America,Caribbean,207900,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Cuba,192,1996,1996,Latin America,Caribbean,,64.90000000000001,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1996,1996,Latin America,Caribbean,83827,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1996,1996,Latin America,Caribbean,83827,25.9,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1997,1997,Latin America,Caribbean,80097,24.8,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1997,1997,Latin America,Caribbean,,59.2,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1997,1997,Latin America,Caribbean,80097,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1998,1998,Latin America,Caribbean,,56.8,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1998,1998,Latin America,Caribbean,75109,22.8,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1998,1998,Latin America,Caribbean,75109,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1999,1999,Latin America,Caribbean,80037,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,1999,1999,Latin America,Caribbean,80037,24.3,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,1999,1999,Latin America,Caribbean,,60.1,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,2000,2000,Latin America,Caribbean,76293,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,2000,2000,Latin America,Caribbean,,58.9,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,2000,2000,Latin America,Caribbean,76293,23,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,2001,2001,Latin America,Caribbean,69563,21.2,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,2001,2001,Latin America,Caribbean,,59.9,,No,Official Statistics,Gran Álvarez and López Nistal 2003,Complete,,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,2001,2001,Latin America,Caribbean,69563,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Cuba,192,2002,2002,Latin America,Caribbean,70823,21.5,,No,Official Statistics,Ministry of Public Health of Cuba,Incomplete,Acknowledged incomplete,Yes,,"Rate is per 1,000 women ages 12-49"
Cuba,192,2002,2002,Latin America,Caribbean,70823,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
